語句,読み,意味,語源等解説,関連語,関連分野,難易度
bomb,Bomb,爆弾,爆発して破壊する兵器。例: drop a bomb(爆弾を落とす)。,"explosion(イクスプロージョン): 爆発, weapon(ウェポン): 武器",社会,中級
book,ブ́ック,本,"古英語の ""bōc""(書かれたもの)が語源。派生: booklet(ブ́ックレット): 小冊子 / bookshelf(ブ́ックシェルフ): 本棚","read(リ́ード): 読む, library(ラ́イブラーリ): 図書館",学習,初級
bookstore,Bookstore,書店,bookstore の詳細な語源情報を追加してください。,,中級語彙,中級
border,ボ́ーダー,国境・縁,"古フランス語 ""bordure""(縁)。派生: cross the border(クロスザボーダー): 国境を越える","boundary(バウンダリ): 境界, edge(エッジ): 縁",名詞,中級
bored,Bored,退屈した,何も面白く感じない状態。例: feel bored(退屈する)。,"boring(ボーリング): 退屈な, uninterested(アンインタレスティド): 興味ない",感情,初級
boring,Boring,退屈な,興味を引かない。例: a boring class(退屈な授業)。,"dull(ダル): つまらない, tedious(ティーディアス): 退屈な",評価,初級
born,Born,生まれた,bear の過去分詞。例: be born in ~ (〜に生まれる)。,"birth(バース): 誕生, native(ネイティブ): 生まれた土地の",人生,初級
borrow,Borrow,借りる,一時的に他人の物を用いる。例: borrow a book(本を借りる)。,"lend(レンド): 貸す, take(テイク): 取る",動詞,初級
both,ボ́ース,両方の,"古英語の ""bā""(二つ) に由来。派生: both A and B(ボ́ースエ́ーアンドビ́ー): AもBも / both sides(ボ́ースサ́イッズ): 両側","either(イ́ーザー): どちらか, all(オ́ール): 全部",限定詞,初級
bottle,Bottle,瓶,bottle の詳細な語源情報を追加してください。,,中級語彙,中級
bottom,Bottom,底・最下部,下端部分。例: bottom of the box(箱の底)。,"top(トップ): 上, base(ベイス): 基部",位置,初級
bowl,Bowl,ボウル・椀,食べ物を入れる丸い器。例: a bowl of soup(一杯のスープ)。,"plate(プレート): 皿, cup(カップ): カップ",道具,初級
box,ボ́ックス,箱,"中英語の ""box""(木の名/容器)が語源。派生: mailbox(メ́イルボックス): 郵便箱 / toolbox(トゥ́ールボックス): 道具箱","case(ケ́イス): 容器, carton(カ́ートン): 段ボール箱",生活,初級
boy,ボ́イ,少年,"中英語の ""boi"" が語源。派生: boyhood(ボ́イフッド): 少年時代 / boyish(ボ́イイッシュ): 少年らしい","girl(ガ́ール): 少女, child(チャ́イルド): 子ども",人間関係,初級
brain,Brain,脳,brain の詳細な語源情報を追加してください。,,中級語彙,中級
brave,ブレ́イヴ,勇敢な,"イタリア語 ""bravo""(勇敢な)。派生: bravery(ブレイヴァリ): 勇気 / bravely(ブレイヴリ): 勇敢に","courageous(カレイジャス): 勇気ある, bold(ボウルド): 大胆な",形容詞,中級
Brazil,Brazil,ブラジル,南米の国。例: Brazil coffee(ブラジル産コーヒー)。,"country(カントリー): 国, South America(サウスアメリカ): 南米",地理,中級
bread,ブレ́ッド,パン,"古英語 ""bread""。派生: breadcrumb(ブレッドクラム): パン粉","loaf(ロウフ): パン一斤, toast(トウスト): トースト",名詞,中級
break,ブレ́イク,壊す・休憩する,"古英語の ""brecan"" が語源。派生: breakable(ブレ́イカブル): 壊れやすい / daybreak(デ́イブレイク): 夜明け","rest(レ́スト): 休む, fix(フィ́ックス): 直す",動作,初級
breakfast,Breakfast,朝食,breakfast の詳細な語源情報を追加してください。,,中級語彙,中級
bridge,Bridge,橋,bridge の詳細な語源情報を追加してください。,,中級語彙,中級
bright,Bright,明るい,bright の詳細な語源情報を追加してください。,,中級語彙,中級
bring,ブリ́ング,持ってくる・連れてくる,"古英語の ""bringan"" が語源。派生: bring about(ブリ́ングアバ́ウト): 引き起こす / bring up(ブリ́ングアッ́プ): 育てる","take(テ́イク): 持っていく, carry(キャ́リー): 運ぶ",動作,初級
brother,ブラ́ザー,兄弟,"古英語 ""brothor""。派生: brotherhood(ブラザーフッド): 兄弟愛","sister(シスター): 姉妹, sibling(スィブリング): きょうだい, family(ファミリ): 家族",名詞,初級
brown,Brown,茶色,暗い赤と黄色の混色。例: brown hair(茶色の髪)。,"color(カラー): 色, dark(ダーク): 暗い",色,初級
brush,Brush,ブラシ,毛の付いた清掃/整える道具。例: toothbrush(歯ブラシ)。,"comb(コーム): くし, broom(ブルーム): ほうき",道具,初級
bucket,バ́ケット,バケツ,"古フランス語 ""buquet""(容器)。派生: water bucket(ウォーターバケット): 水桶","pail(ペイル): 手桶, container(コンテイナー): 容器",道具,初級
build,ビ́ルド,建てる,"古英語の ""byldan"" が語源。派生: building(ビ́ルディング): 建物 / rebuild(リビ́ルド): 再建する","construct(コンストラ́クト): 建設する, make(メ́イク): 作る",社会,初級
building,Building,建物,building の詳細な語源情報を追加してください。,,中級語彙,中級
burn,バ́ーン,燃える・焼く,"古英語 ""byrnan""。派生: burning(バーニング): 燃えている / burnt(バーント): 燃やした","flame(フレイム): 炎を上げる, scorch(スコーチ): 焦がす",動詞,中級
bus,バ́ス,バス,"ラテン語 ""omnibus""(万人のために)に由来。派生: bus stop(バ́スストップ): バス停 / bus driver(バ́スドライバー): バス運転手","train(トレ́イン): 列車, taxi(タ́クシー): タクシー",交通,初級
business,Business,busiさ,business の語源情報が必要です。,,名詞,中級
busy,Busy,忙しい,多くの用事がある状態。例: busy day(忙しい日)。,"occupied(オキュパイド): 忙しい, free(フリー): 暇な",状態,初級
but,But,しかし,対比・逆接を示す接続詞。例: A but B(AだがB)。,"however(ハウエバー): しかし, although(オールゾウ): 〜だけれど",接続,初級
buy,バ́イ,買う,"古英語の ""bycgan"" が語源。派生: buyer(バ́イヤー): 買い手 / buyout(バ́イアウト): 買収","purchase(パ́ーチェス): 購入する, sell(セ́ル): 売る",経済,初級
by,By,〜のそばに・〜までに,近接/期限/手段を示す前置詞。例: by the window(窓のそば) / by Friday(金曜までに)。,"near(ニア): 近くに, until(アンティル): 〜まで",前置詞,初級
bye,Bye,さようなら,別れの挨拶。例: Bye for now!(じゃあまた)。,"goodbye(グッバイ): さようなら, see you(スィーユー): またね",挨拶,初級
cabbage,Cabbage,キャベツ,葉が丸く巻いた野菜。例: cabbage salad(キャベツサラダ)。,"lettuce(レタス): レタス, vegetable(ベジタブル): 野菜",食べ物,初級
cafe,Cafe,カフェ,軽食や飲み物を出す店。例: go to a cafe(カフェに行く)。,"coffee shop(コーヒーショップ): 喫茶店, restaurant(レストラン): レストラン",場所,初級
cafeteria,Cafeteria,カフェテリア,セルフ式の食堂。例: school cafeteria(学校食堂)。,"dining hall(ダイニングホール): 食堂, buffet(ビュッフェ): ビュッフェ",場所,中級
cake,Cake,ケーキ,焼いた甘い菓子。例: birthday cake(バースデーケーキ)。,"pie(パイ): パイ, pastry(ペイストリー): 焼き菓子",食べ物,初級
calendar,キャ́レンダー,カレンダー・暦,"ラテン語 ""calendarium""(会計帳簿)。派生: wall calendar(ウォールキャレンダー): 壁掛けカレンダー","schedule(スケジュール): 予定表, date(デイト): 日付",道具,初級
call,コ́ール,呼ぶ・電話する,"古英語の ""ceallian"" が語源。派生: caller(コ́ーラー): 発信者 / call back(コ́ールバ́ック): 折り返し電話する","shout(シャ́ウト): 叫ぶ, phone(フ́ォウン): 電話する",伝達,初級
calligraphy,Calligraphy,書道・美しい書き方,装飾的で美しい文字を書く技術。例: Japanese calligraphy(日本の書道)。,"handwriting(ハンドライティング): 筆跡, brush(ブラシ): 筆",芸術,中級
camera,カ́メラ,カメラ,"ギリシャ語の ""kamara""(アーチ)が語源。派生: cameraman(カ́メラマン): 撮影者 / camera work(カ́メラワーク): カメラワーク","photo(フォ́ト): 写真, video(ビ́デオ): 映像",文化,初級
camp,キャ́ンプ,キャンプする,"ラテン語 ""campus""(野原)が語源。派生: camper(キャ́ンパー): キャンパー / campsite(キャ́ンプサイト): キャンプ場","tent(テ́ント): テント, outdoor(ア́ウトドア): 野外",レジャー,初級
camping,Camping,キャンプ(すること),屋外でテント生活をする娯楽。例: go camping(キャンプに行く)。,"camp(キャンプ): 野営地, tent(テント): テント",行動,中級
can,キャ́ン,〜できる・缶,"ラテン語 ""cannabis/canna""(容器)とゲルマン系動詞の二系統。派生: canned(キャ́ンド): 缶詰の / cannot(キャノ́ット): 〜できない","able(エ́イブル): 〜できる, tin(ティ́ン): 缶",文法,初級
Canada,Canada,カナダ,canada の詳細な語源情報を追加してください。,,中級語彙,中級
cancer,Cancer,cancする人,cancer の語源情報が必要です。,,名詞,中級
candy,Candy,キャンディ,candy の詳細な語源情報を追加してください。,,中級語彙,中級
cap,Cap,帽子,cap の詳細な語源情報を追加してください。,,中級語彙,中級
car,カ́ー,車,"ラテン語 ""carrus""(荷車)が語源。派生: carriage(キャ́リッジ): 客車 / cargo(カ́ーゴ): 貨物","vehicle(ヴ́ィークル): 乗り物, drive(ドラ́イブ): 運転する",交通,初級
card,カ́ード,カード,"ギリシャ語 ""khartes""(紙)に由来。派生: postcard(ポ́ストカード): はがき / ID card(ア́イディーカード): 身分証","ticket(チ́ケット): 切符, paper(ペ́イパー): 紙",生活,初級
care,ケ́ア,世話・注意,"ラテン語の ""cura""(配慮)が語源。派生: careful(ケ́アフル): 注意深い / carefree(ケ́アフリー): 気楽な","take care(テ́イクケア): 気を付ける, caution(コー́ション): 注意",健康,初級
careful,Careful,注意深い,careful の詳細な語源情報を追加してください。,,中級語彙,中級
carefully,Carefully,carefulの状態で,carefully の語源情報が必要です。,,副詞,中級
carrot,Carrot,ニンジン,オレンジ色の根菜。例: grated carrot(すりおろしニンジン)。,"vegetable(ベジタブル): 野菜, root(ルート): 根",食べ物,初級
carry,キャ́リー,運ぶ,"古ノルド語の ""kar(r)a"" が語源。派生: carriage(キャ́リッジ): 運搬 / carry out(キャ́リーア́ウト): 実行する","bring(ブリ́ング): 持ってくる, transport(トランスポ́ート): 輸送する",動作,初級
case,ケ́イス,場合・容器,"ラテン語 ""casus""(落下/事例)が語源。派生: in case(インケ́イス): 〜の場合 / suitcase(ス́ーツケース): スーツケース","box(ボ́ックス): 箱, situation(シチュエ́イション): 状況",概念,初級
castle,Castle,城,castle の詳細な語源情報を追加してください。,,中級語彙,中級
cat,キャ́ット,猫,"古英語の ""catt"" が語源。派生: kitten(キ́トゥン): 子猫 / catlike(キャ́ットライク): 猫のような","dog(ド́グ): 犬, pet(ペ́ット): ペット",生物,初級
catch,キャ́ッチ,捕まえる,"古英語の ""cacean"" に由来。派生: catcher(キャ́ッチャー): 捕手 / catch up(キャ́ッチアッ́プ): 追いつく","grab(グラ́ブ): つかむ, hold(ホ́ウルド): つかまえる",動作,初級
